AuthorID,Author,Date,Content,Attachments,Reactions
"1278564815102808175","Alura","2024-09-06T10:46:28.1640000-03:00","Novo projeto recebido!","","⭐ (12)"
"1278564815102808175","Alura","2024-09-06T11:01:39.9920000-03:00","Novo projeto recebido!","","⭐ (11)"
"1278564815102808175","Alura","2024-09-06T11:07:30.7410000-03:00","Novo projeto recebido!","","⭐ (27)"
"1278564815102808175","Alura","2024-09-06T11:09:39.4530000-03:00","Novo projeto recebido!","","⭐ (45)"
"1278564815102808175","Alura","2024-09-06T11:26:44.0720000-03:00","Novo projeto recebido!","","⭐ (22)"
"1278564815102808175","Alura","2024-09-06T11:34:40.4930000-03:00","Novo projeto recebido!","","⭐ (13)"
"1278564815102808175","Alura","2024-09-06T11:34:42.9730000-03:00","Novo projeto recebido!","","⭐ (18)"
"1278564815102808175","Alura","2024-09-06T11:42:54.2990000-03:00","Novo projeto recebido!","","⭐ (13)"
"1278564815102808175","Alura","2024-09-06T11:43:11.3000000-03:00","Novo projeto recebido!","","⭐ (13)"
"1278564815102808175","Alura","2024-09-06T11:45:27.8570000-03:00","Novo projeto recebido!","","⭐ (18)"
"1278564815102808175","Alura","2024-09-06T11:45:28.1180000-03:00","Novo projeto recebido!","","⭐ (34)"
"1278564815102808175","Alura","2024-09-06T11:48:04.6290000-03:00","Novo projeto recebido!","","⭐ (14)"
"1278564815102808175","Alura","2024-09-06T11:48:15.1240000-03:00","Novo projeto recebido!","","⭐ (12)"
"1278564815102808175","Alura","2024-09-06T11:49:23.9300000-03:00","Novo projeto recebido!","","⭐ (13)"
"1278564815102808175","Alura","2024-09-06T11:49:51.8560000-03:00","Novo projeto recebido!","","⭐ (10)"
"1278564815102808175","Alura","2024-09-06T11:56:39.5630000-03:00","Novo projeto recebido!","","⭐ (30)"
"1278564815102808175","Alura","2024-09-06T11:57:12.3240000-03:00","Novo projeto recebido!","","⭐ (30)"
"1278564815102808175","Alura","2024-09-06T12:01:31.0920000-03:00","Novo projeto recebido!","","⭐ (13)"
"1278564815102808175","Alura","2024-09-06T12:11:34.8680000-03:00","Novo projeto recebido!","","⭐ (30)"
"1278564815102808175","Alura","2024-09-06T12:12:06.3940000-03:00","Novo projeto recebido!","","⭐ (13)"
"1278564815102808175","Alura","2024-09-06T12:12:31.7030000-03:00","Novo projeto recebido!","","⭐ (12)"
"1278564815102808175","Alura","2024-09-06T12:14:29.1970000-03:00","Novo projeto recebido!","","⭐ (15)"
"1278564815102808175","Alura","2024-09-06T12:18:13.5970000-03:00","Novo projeto recebido!","","⭐ (13)"
"1278564815102808175","Alura","2024-09-06T12:19:54.6320000-03:00","Novo projeto recebido!","","⭐ (14)"
"1278564815102808175","Alura","2024-09-06T12:20:36.4730000-03:00","Novo projeto recebido!","","⭐ (11)"
"1278564815102808175","Alura","2024-09-06T12:31:04.6460000-03:00","Novo projeto recebido!","","⭐ (37)"
"1278564815102808175","Alura","2024-09-06T12:35:03.8060000-03:00","Novo projeto recebido!","","⭐ (14)"
"1278564815102808175","Alura","2024-09-06T12:43:44.5050000-03:00","Novo projeto recebido!","","⭐ (12)"
"1278564815102808175","Alura","2024-09-06T12:45:54.6680000-03:00","Novo projeto recebido!","","⭐ (14)"
"1278564815102808175","Alura","2024-09-06T12:49:20.6600000-03:00","Novo projeto recebido!","","⭐ (29)"
"1278564815102808175","Alura","2024-09-06T12:49:54.8040000-03:00","Novo projeto recebido!","","⭐ (13)"
"1278564815102808175","Alura","2024-09-06T12:51:10.0920000-03:00","Novo projeto recebido!","","⭐ (14)"
"1278564815102808175","Alura","2024-09-06T12:52:33.2980000-03:00","Novo projeto recebido!","","⭐ (20)"
"1278564815102808175","Alura","2024-09-06T12:57:45.6180000-03:00","Novo projeto recebido!","","⭐ (46)"
"1278564815102808175","Alura","2024-09-06T13:04:30.8740000-03:00","Novo projeto recebido!","","⭐ (15)"
